web-scraper-order,rank,image,title,url,reviews,price
1582906260-4966,#48,https://images-na.ssl-images-amazon.com/images/I/61Bl1zJ6QeL.jpg,"All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Plum",https://www.amazon.com/Fire-HD-10/dp/B07KD8R6HD/ref=zg_mw_amazon-devices_48?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$109.99 
1582906260-4935,#17,https://images-na.ssl-images-amazon.com/images/I/613kTHJ4g7L.jpg,Kindle Paperwhite – Now Waterproof with 2x the Storage – Includes Special Offers,https://www.amazon.com/All-new-Kindle-Paperwhite-Waterproof-Storage/dp/B07CXG6C9W/ref=zg_mw_amazon-devices_17?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.4 out of 5 stars,$129.99 
1582906260-4927,#9,https://images-na.ssl-images-amazon.com/images/I/61vUiHar9rL.jpg,"All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black",https://www.amazon.com/Fire-HD-10/dp/B07K1RZWMC/ref=zg_mw_amazon-devices_9?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$109.99 
1582906260-4961,#43,https://images-na.ssl-images-amazon.com/images/I/51zT5SYY21L.jpg,"Fire TV Recast, over-the-air DVR, 1 TB, 150 hours, DVR for cord cutters",https://www.amazon.com/Fire-TV-Recast-over-the-air-DVR-1TB-150-hours/dp/B074J1GPB8/ref=zg_mw_amazon-devices_43?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.0 out of 5 stars,$194.99 
1582906262-4984,#66,https://images-na.ssl-images-amazon.com/images/I/61LjMcbTeiL.jpg,"Fire HD 8 Kids Edition Tablet, 8"" HD Display, 32 GB, Yellow Kid-Proof Case",https://www.amazon.com/All-New-Tablet-Display-Yellow-Kid-Proof/dp/B0794TLZV9/ref=zg_mw_amazon-devices_66?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$79.99 
1582906260-4933,#15,https://images-na.ssl-images-amazon.com/images/I/51bRtmWNBbL.jpg,"Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year…",https://www.amazon.com/All-new-Blink-Outdoor-Security-included/dp/B07MMZ2LTB/ref=zg_mw_amazon-devices_15?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.3 out of 5 stars,$79.99 
1582906260-4962,#44,https://images-na.ssl-images-amazon.com/images/I/51dBsN4fpBL.jpg,Echo Show 5 – Compact smart display with Alexa - Sandstone,https://www.amazon.com/Introducing-Echo-Show-Compact-Sandstone/dp/B07HZJ64WD/ref=zg_mw_amazon-devices_44?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$89.99 
1582906262-5000,#82,https://images-na.ssl-images-amazon.com/images/I/51yV0yt%2BxEL.jpg,"Fire 7 Tablet (7"" display, 16 GB) - Plum",https://www.amazon.com/Fire-Tablet-7/dp/B07HZQBBKL/ref=zg_mw_amazon-devices_82?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.3 out of 5 stars,$39.99 
1582906260-4964,#46,https://images-na.ssl-images-amazon.com/images/I/51lS5gvNgyL.jpg,Amazon Ethernet Adapter for Amazon Fire TV Devices,https://www.amazon.com/Amazon-Ethernet-Adapter-Fire-Devices/dp/B074TC662N/ref=zg_mw_amazon-devices_46?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.3 out of 5 stars,$14.99 
1582906262-5003,#85,https://images-na.ssl-images-amazon.com/images/I/616xyJ-KP9L.jpg,Echo Dot (2nd Generation) - Smart speaker with Alexa - White,https://www.amazon.com/Amazon-Echo-Dot-Portable-Bluetooth-Speaker-with-Alexa-White/dp/B015TJD0Y4/ref=zg_mw_amazon-devices_85?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.3 out of 5 stars,$39.99 
1582906260-4947,#29,https://images-na.ssl-images-amazon.com/images/I/71wCBizPK8L.jpg,Ring Alarm 5 Piece Kit – Home Security System with optional 24/7 Professional Monitoring – No…,https://www.amazon.com/Ring-Alarm-Professional-Monitoring-contracts/dp/B07D7Q6CHB/ref=zg_mw_amazon-devices_29?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$199.00 
1582906262-4987,#69,https://images-na.ssl-images-amazon.com/images/I/51Fh3j1dEcL.jpg,Fire TV Stick with Blink XT2 Outdoor/Indoor Smart Security Camera - 1 camera kit,https://www.amazon.com/Blink-Outdoor-Indoor-Security-Camera/dp/B084RMPFJ6/ref=zg_mw_amazon-devices_69?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,2.0 out of 5 stars,$104.98 
1582906260-4968,#50,https://images-na.ssl-images-amazon.com/images/I/61%2Bd846DKeL.jpg,"""Made for Amazon"" SanDisk 128 GB micro SD Memory Card for Fire Tablets and Fire TV",https://www.amazon.com/SanDisk-micro-Memory-Card-Tablets/dp/B013TMNPBQ/ref=zg_mw_amazon-devices_50?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$20.99 
1582906260-4938,#20,https://images-na.ssl-images-amazon.com/images/I/61Ww4abGclL.jpg,All-new Kindle - Now with a Built-in Front Light - Black - Includes Special Offers,https://www.amazon.com/All-new-Kindle-now-with-a-built-in-front-light/dp/B07DLPWYB7/ref=zg_mw_amazon-devices_20?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$89.99 
1582906260-4967,#49,https://images-na.ssl-images-amazon.com/images/I/618UYN69V4L.jpg,"All-New Fire HD 10 Kids Edition Tablet – 10.1” 1080p full HD display, 32 GB, Blue Kid-Proof Case",https://www.amazon.com/Fire-HD-10-Kids-Edition/dp/B07KD7K4B1/ref=zg_mw_amazon-devices_49?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.7 out of 5 stars,$149.99 
1582906260-4919,#1,https://images-na.ssl-images-amazon.com/images/I/51ZdmnHKukL.jpg,"Fire TV Stick streaming media player with Alexa built in, includes Alexa Voice Remote, HD, easy…",https://www.amazon.com/Fire-TV-Stick-with-Alexa-Voice-Remote/dp/B0791TX5P5/ref=zg_mw_amazon-devices_1?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$24.99 
1582906262-5006,#88,https://images-na.ssl-images-amazon.com/images/I/615DcmT2o5L.jpg,All-new Echo (3rd Gen) - Smart speaker with Alexa - Sandstone,https://www.amazon.com/all-new-Echo/dp/B07PBGN2WX/ref=zg_mw_amazon-devices_88?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.7 out of 5 stars,$99.99 
1582906262-4978,#60,https://images-na.ssl-images-amazon.com/images/I/61aiBqOMPAL.jpg,Echo Wall Clock - Disney Mickey Mouse Edition - see timers at a glance - requires compatible Echo…,https://www.amazon.com/Echo-Wall-Clock-requires-compatible/dp/B07VZ2W7L4/ref=zg_mw_amazon-devices_60?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.2 out of 5 stars,$49.99 
1582906262-5013,#95,https://images-na.ssl-images-amazon.com/images/I/71A38wgDhmL.jpg,"Ring Spotlight Cam Wired: Plugged-in HD security camera with built-in spotlights, two-way talk…",https://www.amazon.com/Ring-Spotlight-Cam-Wired-Plugged/dp/B0756P26HL/ref=zg_mw_amazon-devices_95?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$199.00 
1582906260-4924,#6,https://images-na.ssl-images-amazon.com/images/I/61DPuDA7ISL.jpg,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Blue Kid-Proof Case",https://www.amazon.com/Fire-7-Kids-Edition-Tablet/dp/B07H8WS1FT/ref=zg_mw_amazon-devices_6?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.6 out of 5 stars,$59.99 
1582906260-4930,#12,https://images-na.ssl-images-amazon.com/images/I/41fziVetM7L.jpg,"All-new Fire TV Cube, hands-free with Alexa built in, 4K Ultra HD, streaming media player, released…",https://www.amazon.com/all-new-fire-tv-cube-with-alexa-voice-remote/dp/B07KGVB6D6/ref=zg_mw_amazon-devices_12?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.3 out of 5 stars,$89.99 
1582906262-5010,#92,https://images-na.ssl-images-amazon.com/images/I/51Pp%2B7ssr5L.jpg,"Ring Alarm 14 Piece Kit + Echo Dot (3rd Gen), Works with Alexa",https://www.amazon.com/Ring-Alarm-Piece-Works-Alexa/dp/B07WNKFL24/ref=zg_mw_amazon-devices_92?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$329.00 
1582906260-4936,#18,https://images-na.ssl-images-amazon.com/images/I/61l37lxajKL.jpg,"Fire HD 8 Tablet (8"" HD Display, 16 GB) - Black",https://www.amazon.com/All-New-Fire-Tablet-Display-Black/dp/B0794RHPZD/ref=zg_mw_amazon-devices_18?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.3 out of 5 stars,$59.99 
1582906260-4920,#2,https://images-na.ssl-images-amazon.com/images/I/51CgKGfMelL.jpg,"Fire TV Stick 4K streaming device with Alexa built in, Ultra HD, Dolby Vision, includes the Alexa…",https://www.amazon.com/Fire-TV-Stick-4K-with-Alexa-Voice-Remote/dp/B079QHML21/ref=zg_mw_amazon-devices_2?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.6 out of 5 stars,$34.99 
1582906262-4989,#71,https://images-na.ssl-images-amazon.com/images/I/71BanCWI9PL.jpg,"Ring Smart Lighting – Steplight, Battery-Powered, Outdoor Motion-Sensor Security Light, Black…",https://www.amazon.com/Introducing-Ring-Smart-Lighting-Steplight/dp/B07KXQ85NW/ref=zg_mw_amazon-devices_71?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.2 out of 5 stars,$22.74 
1582906260-4944,#26,https://images-na.ssl-images-amazon.com/images/I/41eEWyyRfyL.jpg,"Introducing Ring Indoor Cam, Compact Plug-In HD security camera with two-way talk, White, Works…",https://www.amazon.com/Introducing-Ring-Indoor-Cam-Compact-Plug-In-HD-security-camera-with-two-way-talk-White-Works-with-Alexa-/dp/B07Q9VBYV8/ref=zg_mw_amazon-devices_26?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$59.99 
1582906262-4972,#54,https://images-na.ssl-images-amazon.com/images/I/61D5GLAdyUL.jpg,"Fire HD 8 Kids Edition Tablet, 8"" HD Display, 32 GB, Pink Kid-Proof Case",https://www.amazon.com/All-New-Fire-Tablet-Display-Kid-Proof/dp/B07952WB66/ref=zg_mw_amazon-devices_54?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$79.99 
1582906260-4921,#3,https://images-na.ssl-images-amazon.com/images/I/6182S7MYC2L.jpg,Echo Dot (3rd Gen) - Smart speaker with Alexa - Charcoal,https://www.amazon.com/Echo-Dot/dp/B07FZ8S74R/ref=zg_mw_amazon-devices_3?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.7 out of 5 stars,$49.99 
1582906262-4991,#73,https://images-na.ssl-images-amazon.com/images/I/51SgcH5ly%2BL.jpg,Alexa Voice Remote (2nd Gen) with power and volume controls – requires compatible Fire TV…,https://www.amazon.com/All-New-Alexa-Voice-Remote-with-power-and-volume-controls/dp/B07B6L2QCF/ref=zg_mw_amazon-devices_73?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.4 out of 5 stars,$29.99 
1582906262-5015,#97,https://images-na.ssl-images-amazon.com/images/I/61JkosYMHHL.jpg,"All-new Echo (3rd Generation)- Smart Speaker with Alexa, (RED) edition",https://www.amazon.com/All-new-Generation-Smart-Speaker-Alexa/dp/B07XZQN2C1/ref=zg_mw_amazon-devices_97?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.7 out of 5 stars,$99.99 
1582906260-4957,#39,https://images-na.ssl-images-amazon.com/images/I/61Rl5uegOVL.jpg,Echo Show (2nd Gen) – Premium sound and a vibrant 10.1” HD screen - Charcoal,https://www.amazon.com/All-new-Echo-Show-2nd-Gen/dp/B077SXWSRP/ref=zg_mw_amazon-devices_39?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$229.99 
1582906262-4975,#57,https://images-na.ssl-images-amazon.com/images/I/619hTFl4%2BIL.jpg,"Echo Dot (3rd Gen) Kids Edition, an Echo designed for kids with parental controls - Rainbow",https://www.amazon.com/All-New-Echo-Kids-designed-Rainbow/dp/B07Q2MXPH6/ref=zg_mw_amazon-devices_57?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.7 out of 5 stars,$69.99 
1582906260-4923,#5,https://images-na.ssl-images-amazon.com/images/I/71TzCLRzYAL.jpg,"Ring Video Doorbell 2 with HD Video, Motion Activated Alerts, Easy Installation",https://www.amazon.com/Ring-Doorbell-Motion-Activated-Installation/dp/B072QLXK2T/ref=zg_mw_amazon-devices_5?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.2 out of 5 stars,$199.00 
1582906260-4953,#35,https://images-na.ssl-images-amazon.com/images/I/61KIcV26CdL.jpg,Echo Dot (3rd Gen) - Smart speaker with Alexa - Heather Gray,https://www.amazon.com/Echo-Dot/dp/B07PDHSLM6/ref=zg_mw_amazon-devices_35?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.7 out of 5 stars,$49.99 
1582906260-4952,#34,https://images-na.ssl-images-amazon.com/images/I/61Y8x%2Bx-mOL.jpg,Echo Dot (2nd Generation) - Smart speaker with Alexa - Black,https://www.amazon.com/Amazon-Echo-Dot-Portable-Bluetooth-Speaker-with-Alexa-Black/dp/B01DFKC2SO/ref=zg_mw_amazon-devices_34?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.3 out of 5 stars,$17.04 
1582906262-4994,#76,https://images-na.ssl-images-amazon.com/images/I/511Vc8ZeVnL.jpg,"Ring Chime Pro, Indoor Chime and Wi-Fi Extender ONLY for Ring Network Devices",https://www.amazon.com/Ring-Indoor-Extender-Network-Devices/dp/B01N9EX0YR/ref=zg_mw_amazon-devices_76?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.2 out of 5 stars,$49.99 
1582906260-4949,#31,https://images-na.ssl-images-amazon.com/images/I/610ogi5eeoL.jpg,All-new Echo (3rd Gen) - Smart speaker with Alexa - Twilight Blue,https://www.amazon.com/all-new-Echo/dp/B07R1CXKN7/ref=zg_mw_amazon-devices_31?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.7 out of 5 stars,$99.99 
1582906262-4999,#81,https://images-na.ssl-images-amazon.com/images/I/51NDALeaRlL.jpg,"Ring Alarm 8 Piece Kit + Echo Dot (3rd Gen), Works with Alexa",https://www.amazon.com/Ring-Alarm-Piece-Works-Alexa/dp/B07V5XKC2M/ref=zg_mw_amazon-devices_81?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$239.00 
1582906262-5008,#90,https://images-na.ssl-images-amazon.com/images/I/51MR%2BGRdSML.jpg,"Introducing Ring Indoor Cam, Compact Plug-In HD security camera with two-way talk, White, Works…",https://www.amazon.com/Introducing-Ring-Indoor-Cam-Compact-Plug-In-HD-security-camera-with-two-way-talk-White-Works-with-Alexa-2-Pack/dp/B07RM6922G/ref=zg_mw_amazon-devices_90?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$119.98 
1582906262-4979,#61,https://images-na.ssl-images-amazon.com/images/I/61kdmmu2g-L.jpg,"All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – White",https://www.amazon.com/Fire-HD-10/dp/B07KD6BTCZ/ref=zg_mw_amazon-devices_61?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$109.99 
1582906262-4992,#74,https://images-na.ssl-images-amazon.com/images/I/613kTHJ4g7L.jpg,Kindle Paperwhite – Now Waterproof with 2x the Storage,https://www.amazon.com/All-new-Kindle-Paperwhite-Waterproof-Storage/dp/B075MWNNJG/ref=zg_mw_amazon-devices_74?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.4 out of 5 stars,$149.99 
1582906260-4958,#40,https://images-na.ssl-images-amazon.com/images/I/518wKBVclJL.jpg,"Fire 7 Kids Edition Tablet, 7"" Display, 16 GB, Purple Kid-Proof Case",https://www.amazon.com/Fire-7-Kids-Edition-Tablet/dp/B07H936BZT/ref=zg_mw_amazon-devices_40?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.6 out of 5 stars,$59.99 
1582906260-4931,#13,https://images-na.ssl-images-amazon.com/images/I/61V25P7mlyL.jpg,Echo Dot (3rd Gen) - Smart speaker with Alexa - Plum,https://www.amazon.com/Echo-Dot-3rd-Gen-speaker/dp/B07W95GZNH/ref=zg_mw_amazon-devices_13?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.7 out of 5 stars,$49.99 
1582906262-4973,#55,https://images-na.ssl-images-amazon.com/images/I/71CPJv34EoL.jpg,Echo (2nd Generation) - Smart speaker with Alexa and Dolby processing  - Charcoal Fabric,https://www.amazon.com/all-new-amazon-echo-speaker-with-wifi-alexa-dark-charcoal/dp/B06XCM9LJ4/ref=zg_mw_amazon-devices_55?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$99.99 
1582906260-4950,#32,https://images-na.ssl-images-amazon.com/images/I/613HESgMbAL.jpg,Introducing Echo Studio - High-fidelity smart speaker with 3D audio and Alexa,https://www.amazon.com/Echo-Studio/dp/B07G9Y3ZMC/ref=zg_mw_amazon-devices_32?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$199.99 
1582906262-4996,#78,https://images-na.ssl-images-amazon.com/images/I/61l37lxajKL.jpg,"Fire HD 8 Tablet (8"" HD Display, 32 GB) - Black",https://www.amazon.com/All-New-Fire-Tablet-Display-Black/dp/B0794SNF59/ref=zg_mw_amazon-devices_78?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.3 out of 5 stars,$79.99 
1582906262-4980,#62,https://images-na.ssl-images-amazon.com/images/I/71I6oj6ZFBL.jpg,Echo Plus (2nd Gen) - Premium sound with built-in smart home hub - Charcoal,https://www.amazon.com/All-new-Echo-Plus-2nd-built/dp/B0794W1SKP/ref=zg_mw_amazon-devices_62?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.7 out of 5 stars,$149.99 
1582906260-4946,#28,https://images-na.ssl-images-amazon.com/images/I/81ilNbqaGWL.jpg,All-new Echo Dot (3rd Gen) - Smart speaker with clock and Alexa - Sandstone,https://www.amazon.com/Echo-Dot/dp/B07N8RPRF7/ref=zg_mw_amazon-devices_28?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.7 out of 5 stars,$59.99 
1582906262-5007,#89,https://images-na.ssl-images-amazon.com/images/I/6129zBKjfBL.jpg,"Fire HD 8 Tablet (8"" HD Display, 16 GB) - Red",https://www.amazon.com/All-New-Fire-Tablet-Display-Punch/dp/B078HNTH41/ref=zg_mw_amazon-devices_89?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.3 out of 5 stars,$59.99 
1582906260-4934,#16,https://images-na.ssl-images-amazon.com/images/I/41Xq5BKakFL.jpg,Toshiba 32LF221U19 32-inch 720p HD Smart LED TV - Fire TV Edition,https://www.amazon.com/Toshiba-32LF221U19-32-inch-720p-Smart/dp/B07FPR6FMJ/ref=zg_mw_amazon-devices_16?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.4 out of 5 stars,$139.99 
1582906260-4929,#11,https://images-na.ssl-images-amazon.com/images/I/51YBNqnnCyL.jpg,"Introducing Echo Show 8 - HD 8"" smart display with Alexa - Charcoal",https://www.amazon.com/Echo-Show-8/dp/B07PF1Y28C/ref=zg_mw_amazon-devices_11?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.6 out of 5 stars,$129.99 
1582906262-5001,#83,https://images-na.ssl-images-amazon.com/images/I/51fumkED57L.jpg,"Amazon Cloud Cam Security Camera, Works with Alexa",https://www.amazon.com/Introducing-Amazon-Cloud-Cam/dp/B01C4UY0JK/ref=zg_mw_amazon-devices_83?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.0 out of 5 stars,$83.63 
1582906262-5014,#96,https://images-na.ssl-images-amazon.com/images/I/71aOq4LrGYL.jpg,"Amazon Fire HD 10 Tablet Case, Charcoal Black",https://www.amazon.com/Amazon-Fire-HD-10-Tablet-Case/dp/B07RS8J6QP/ref=zg_mw_amazon-devices_96?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.6 out of 5 stars,$39.99 
1582906260-4963,#45,https://images-na.ssl-images-amazon.com/images/I/61vUiHar9rL.jpg,"All-New Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) – Black",https://www.amazon.com/Fire-HD-10/dp/B07K2HBB1H/ref=zg_mw_amazon-devices_45?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$139.99 
1582906262-4990,#72,https://images-na.ssl-images-amazon.com/images/I/61O-eq1gqxL.jpg,Kindle Paperwhite – Now Waterproof with 2x the Storage – Includes Special Offers,https://www.amazon.com/Kindle-Paperwhite-Waterproof-Storage-Special/dp/B07PS737QQ/ref=zg_mw_amazon-devices_72?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.4 out of 5 stars,$129.99 
1582906262-5009,#91,https://images-na.ssl-images-amazon.com/images/I/610F3WrFAPL.jpg,Echo Show (2nd Gen) – Premium sound and a vibrant 10.1” HD screen - Sandstone,https://www.amazon.com/All-new-Echo-Show-2nd-Gen/dp/B077THMYGN/ref=zg_mw_amazon-devices_91?_encoding=UTF8&psc=1&refRID=6VMZG7Z8NQN54MF293SQ,4.5 out of 5 stars,$229.99 
1582906260-4928,#10,https://images-na.ssl-images-amazon.com/images/I/515TyGkOTBL.jpg,"Introducing Echo Buds – Wireless earbuds with immersive sound, active noise reduction, and Alexa",https://www.amazon.com/Echo-Buds/dp/B07F6VM1S3/ref=zg_mw_amazon-devices_10?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,3.7 out of 5 stars,$129.99 
1582906260-4925,#7,https://images-na.ssl-images-amazon.com/images/I/5114Id3gfRL.jpg,Echo Show 5 – Compact smart display with Alexa - Charcoal,https://www.amazon.com/Introducing-Echo-Show-Compact-Charcoal/dp/B07HZLHPKP/ref=zg_mw_amazon-devices_7?_encoding=UTF8&psc=1&refRID=HA8PT8MYS6XM4Z96RW7T,4.5 out of 5 stars,$89.99 
